ReviewID,Content,Score,Thumbs up,Username
" b2c76c20-1fa1-4b46-a65f-b6a69d7308e8,:"," Useless app after day 1. I lost all my data because the band wouldnt connect to the app no matter what i tried. I re-installed the app, unpaired and paired the band again and i lost my data from day 1. How?? Doesnt the watch have any onboard memory? Theres also no integration with third party fitness apps like Google fit. Hello OnePlus? Have you heard of something called QA testing before release?,",1,5, Komal Kanth
" 150c4ed3-4850-42a6-a2f4-2d343c7754ad,:"," First and foremost thing that needs to be covered is synchronisation with Google fit. Without that this product is of no use. While buying the product, I didnt even imagine. That they would not have given this basic option. No third party apps also. Wanted to use Google maps like I can use it on mi band 5. No stress level check also like mi band 5. It can be added by software as no hardware addition is required for that. Developers are kind and reading all reviews, so hoping they will solve.,",1,50, Devanshu Vakil
" 9fd54c29-c979-4251-a8c1-e11153500292,:"," Such a stupid UI and really buggy Sleep Tracking. How can I be in deep sleep when I am binge watching on my phone. The same phone that the band is paired with. And whats wrong with the UI. Theres hardly any information the charts look really outdated. The Band is nice but the Health App destroys the whole User experience.,",1,11, Deepak Kumar
" 0cf56384-3701-4b41-b1e5-75f61450f25d,:"," Its stuck everytime. I cannot upgrade to the latest software and its always disconnecting.,",1,0, PremDaS Mayanglambam
" 2babb38f-3fa8-40e1-b339-b5feefb9d8d0,:"," Band has received an update in almost an year and even this is not getting downloaded, It displays Latest Version as null. ?,",2,3, Shubham Dubey
" 67a68d9a-e3e3-48e1-aac4-d967ad65fa6a,:"," The updates were good but there are a lot more problem to get fixed, some of them are 1.Its taking a long time to to add an image to the watch face and it even disconnects several time while trying to do so. 2.The notifications are not showing emojies or special characters from social media notifications or messages, and not even other languages other than selected input, it shows just a blank space. 3.And most important, there are only limited watch faces since the day I bought this. Please !,",2,145, Aswin R Nair
" aa9ed0e7-d9e1-49e6-a4a4-8bc3b83ba99a,:"," Ive been using the app for a little while before I switch to oxygen OS 13 until I switched I didnt have any issues as soon as I switched the app stopped working entirely I had to wait for an update. Whenever i log inthe app has to confirm your account with a confirmation button. After hitting the confirmation button it requires it again and again and again it will not log me and to use my watch so Ive been left without a watch for over a month without using my watch now its a paper weight.,",1,1, David Lakatos (vedadechiee2)
" eeadab20-f682-4b33-9781-3f71125a46f4,:"," I am using 1+ 9R phone with version 13 and not able to open the OnePlus Health app on it to sync up with one plus band what a pitty Can someone help???????,",2,0, Narender Kaushal
" 8cdd5d33-d5df-4750-8740-176916e9ca76,:"," Everything was working fine until last week still now my app is not working and Im not able to login to my application how long will it take to remove the bugs in ur application,",1,0, Lahiri Anne
" 5112daa1-4223-4c81-a613-268bb13a09cc,:"," App is not opening. No new watch faces. No calendar or calculator. Feedbacks are not resolved. No new updates.,",1,0, Parama Charaniyan
" d1e1097a-90c0-4e46-9b75-df5279908f31,:"," The app doesnt seem to work any more, just got such at the screen of my account, I cant see our do anything else in the app. Please fix this,",1,0, Marina Smolya
" 2a81c38b-d4a4-4552-9f19-89a92eac92f0,:"," The app & watch needs a lot of improvements. And consideration this is more at a test phase (thats what it feels like) there should be a way to point out problems. Two big problems right now are 1) There is a presistant notification that says the watch is connected. Just takes up space and not really needed. Also the bluetooth icon also is always showing. For my other watch the icon doesnt show for the watch since in it always connected anyway. 2) Notification channels (only personal msgs),",3,30, Sankar Ram
" 5e4d6a06-ecaa-4c6a-a4db-f529ec0c2b77,:"," What is wrong with OnePlus. The OnePlus Health App is not woryfor last 2 months and OnePlus is putting no efforts to rectify this. Is this the time to quit brand loyalty?,",1,1, Rajat Guleria
" 0392a601-c9f6-4699-b180-a1ae5ba41486,:"," The app doesnt load upon opening it. Please fix it. I have a OnePlus 10 Pro and my watch is basically useless.,",1,0, [Gunpowder Studio]
" 1ad56d37-7706-4252-afd8-7f1b9a9bca2f,:"," I am using the oneplus band for the last 20 days. The rating here is based on the experience I have had with this combination. Setting up the band using the app was fairly straightforward so a 4.5 * for that. There are a few messages/tips that come up after setting up the app they are not really easy to note and I often missed them. For a first time user such notifications if prominently displayed could be very helpful. There is no automatic activity tracker that is slightly disappointing but I knew what I was getting into. Google fit is able to do the same without any device. GPS integration with the band seems very unpredictable. It works sometimes but not always. All the required permissions are given and double-checked. Battery optimisation is turned off too. The major disappointment is the integration with google fit. This app is blocked by google which means oneplus has not yet met the google requirements. I urge the developers to periodically provide updates and fix these issues. Sleep detection algorithm is completely off the mark, app detects awake time when I am not. Sleep statistics is not adequately descriptive. This requires major improvement. Some time stress section in the app gets displayed this indicates the app fails to recognise the device properly. Overall the app requires some more attention than Oneplus has devoted. Your app has to catch up with your device.,",3,62, Karthick Narayanan
" 2f232aff-9106-4b2f-b5ff-32ac9a55323e,:"," The app is good. It does what it advertises. A few suggestions. For the workout logs section. 1. The white text in the workout logs when opening individual workout is not quite readable. 2. Option to search and organize workout by days like the sleep data is missing. 3. When sharing workout, the heart rate data is not shared. 4 Typo in workout logs showing 2021 sessions in 3,",3,15, dhiresh mehta
" 2cb35acc-8883-4ceb-b5c4-f1c9c021b3d0,:"," Super disappointed with OnePlus band and the health app. For the first time my experience with OnePlus has been terrible. First of all this app and band have pairing issues. It just does not pair with the band half the time. Ive reset the band and reinstalled the app, and now it is stuck on the main binding screen and is failing to pair with the band. Not having Google fit sync was a huge disappointment, but after seeing the update was happy to try it out but the band just does not pair!,",1,10, Nutan Kamat
" cba02785-6ab6-42c0-9995-c04359dd3a42,:"," App close automatically Cannot even connect my watch,",1,1, Ali Iudhrrm
" ab8bfecb-24b5-40a0-aca5-26c317d757a7,:"," There are some glitches in the app as it doesnt show the steps completed, calories burned or workout according to the time. The daily goals stopped recording after 3 days or so...although the watch works fine. There might be sync cycle limit or so which is causing it to malfunction. Eagerly waiting for stava and Google fit integration.,",3,13, Anmol Verma
" 36ffe397-32a2-4611-b2b5-1012f4341b68,:"," The Smart band App. I have purchased Oneplus SmartBand using this app for it. However the SmartBand is not as smart as expected. Rather all GPS tracking and for such multiple functions band is totally depend on the App. Further the app is not giving that much analysis as other App. Even if when I dont have Oneplus the free Google fit was giving me the same details. The plus side is it gives 99% accurate heartbeat rate and Oxygen level. For that can give 4 Star.,",3,8, Mayank Shah
" 63de8ff7-4d68-4734-a294-490cc1a07904,:"," Unusable since the A13 update which means anyone with a wearable wont be able to to make any adjustments to or update your devices. If you need to reset for whatever reason then youre out of luck for even setting up and pairing. Refunds are also not an option so at this point save your money and buy a better wearable (or if OP keeps going down route, a better phone).,",1,3, Stephen Frodsham
" 87d2139f-767b-4123-ad49-8963e31c6465,:"," This app not functioning now , not getting setup page , it is struck at account screen always , i called customer care also but there response was more shocking - wanted us to manage,",1,1, Manish Kumar
" e6371db1-1997-419f-a71a-138f2d681b64,:"," App wont load, watch is stuck...,",1,0, Harel Brandman
" d6907e89-1aeb-4772-97f9-d2866e6a11df,:"," The App shows update is available but the update is not getting downloaded its merely showing downloading but nothing is happening. Advise,",5,3, BHUSHAN BHOJWANI
" 89633299-14ed-4dd8-b3b4-fa0589762c06,:"," Worst app from such a reputed brand. 1) Steps count is blown up and displayed in tens of thousands, whereas the real count is five thousand or below. 2) Daily activities is not syncing properly, Even with the bluetooth turned on. Last one months data missing. Please fix these issues and make the smartband more useful. Right now its total disappointment. Sorry OnePlus. Updated review Issue still exists, because the issue is with the app and not the band. Please fix the issues within the app.,",2,16, Anbu Shanmugam
" 7c57dc60-e125-402b-800e-2093870adce3,:"," This app just shows a blank black screen after, it is launched and nothing after, so I am unable to connect my watch.,",1,1, VIBHU SAGAR
" f4aeb164-b4b5-4c8c-b286-fcc908a80b94,:"," Badly need 3rd party integrations like Google fit, strava (if possible) etc. Also, keep getting disconnected every night during sleep. Sleep monitor is giving random readings. Showing wrong sleep off, wake up times and showing random and long interruptions. My phone model is OnePlus 6. I have already tried Pinning the app, letting it run in the background, switching off battery optimization for the app, switching off battery sleep optimization, etc.,",2,17, Himanshu Singh
" 2953148b-6a96-45c3-a4ca-af3655111da0,:"," I own a OnePlus fit band and have been using the OnePlus Health app since quite a while now. I used to track my workout and steps through this app and everything was working fine.However after updating my phone to Android 13, the app is no longer working. On opening the app, I am just getting few options like Cloud Service , Red Cable Club and Zen mode. Then there are options to view profile and update Omoji. There is no option to sync my fit band data with the app. Please suggest.,",1,2, Shradha Mohapatra
" a4d8ace4-a8a1-488b-8b34-2f6f9fa4ec26,:"," App hasnt been working for almost 2 months now. I expect OnePlus will start giving refunds to anyone who had bought a OnePlus watch.,",1,0, Devin Mendenhall
" 8bb6982d-7168-483d-910c-59d914c29e54,:"," The app doesnt even let me pair my OnePlus band! It just shows me pairing failed even though all the conditions required to be on are on.,",1,0, Kanishka Mr.
" e803257b-9a91-425f-a308-f6b16986c182,:"," The layout of app is not the same as it once was. Its not allowing me to pair my oneplus watch with my oneplus phone.,",1,0, ramboE 1996
" 8c659a77-137e-4faf-93f3-48675520f068,:", The camera shutter button doesnt work on the OnePlus band. The band vibrates but doesnt take a picture on the phone. Please fix it. Also please bring new watch faces too. Update 1 The input device on Bluetooth page is already enabled. Still camera shutter doesnt work. Update 2,2,19, Sunil Nagar
" 6f468d2d-9e64-432f-92f6-6caa046faa2e,:"," The app is broken... Doesnt work on a OnePlus 10 Pro,",1,0, Samuel Park
" 27316eb4-c538-4ea4-89d7-3c15f2e12042,:"," The App is user friendly. The tracking is kind of bad. Needs more watch faces. For the custom watch faces option, need an option to change the look of the clock or the colour, because if I use a picture which has a light colour background, I would not a be able to see the clock. These are all problems from my perspective.,",4,23, Kaushik S Nair
" c151450f-42b7-485c-ba7c-839e42a77dc2,:"," Finally back in business (i.e. app opens and works fine now), still 3 stars because its been long waiting for feature updates.,",3,0, Nisarg Shah
" 0edefda9-f56e-492e-9d30-3f8115170c8c,:", The app is simple but there are functional issues To fix 1. Frequent bluetooth disconnection. 2. Device restarts automatically once a day. 3. App not re-syncing data to watch. Sync not bidirectional. 4. Modify watch settings from app. Features need to added,2,6, Dhanesh R
" 30e077c5-fa6c-435b-bf2f-5ce3528a0d82,:"," I just received my watch and my 1+ 9 pro 5g but I am having the worst time trying to connect the two. I have spent about three hours trying to do it and nothing works. The watch will connect to the phone through bluetooth but through the app it wont pair. I dont know what else to do and this is very frustrating. I am setting this up for my boyfriends birthday present and its in about week. May just have to return. 😔,",1,17, Jessica Gonzalez-Lopez
" 786ea8ef-a471-4ccb-8981-46b8b1597af1,:"," In Android 13 its not working working properly in OnePlus 8T,",1,0, Priyank Solanki
" 4aa5c41a-de04-42e6-aedf-5efd9051fcdf,:"," Poor app doesnt work so cant use watch very disappointed ☹️,",1,1, Chris Mcnamee
" 15f858e5-73fe-4d5e-8a62-0e51c96561e4,:"," Update the health app does not show health or connectivity to OP watch after android 13 update on 9pro , i have no access to controlling or viewing my watch any longer, connection is established but no data available The app is fine, i however could not sync mu health data with google fit .. after selecting my google account, the dial keeps on rolling indefinitely. It would also be so useful if users could select a certain frequency for SPO2 measurements automatically....,",1,1, Yasser Zuaiter
" daa61bd3-e672-4c6d-bedf-271fcb431f44,:"," No longer connects to watch with update to Android 13. Not sure why but it will only open as the Oneplus account app. No health or watch features. Only RED COINS and account info... Ive stopped wearing since October 2022 cuz I tried to reconnect to the watch and now theres no interface to do so. UPDATE So this app should be taken down from the Play Store. It isnt the health app. It is the ONEPLUS account app. The images presented on the app page as a preview are FALSE. TAKE THIS DOWN.,",1,0, Delane Price
" 877e821b-a94b-475c-87d8-ca9ef15ab248,:"," Doesnt work with oxygen 13 Edit it does work. Need to logout of oneplus account in health app (which is a hassle because you need to verify your pw to do so). Clear cache, clear data, add all permissions back in and then log in (again, a hassle) and re-setup all app preferences and settings (again a major ongoing hassle to get everything just the way you had it). Gabe an extra star back because I dont need to dump the watch.,",2,1, misterbone
" 8575394d-2414-4a55-a4b5-8d045a7872e3,:"," Android 13 completely broke the app. Opening the app takes me straight to my profile, while the watch indicates its disconnected, while being connected to Bluetooth. Uninstalling and reinstalling did not fix it, nor did deleting the cache and all app data.,",1,0, Daniel G
" bdb24450-e176-4a81-8d55-e606f38aa15a,:"," Need lots of improvement. Oneplus doesnt reach its standard. Watch is just like fitness band. Need to improve user interface. Navigation not working properly. Need to improve GPS signal. Watch need to get premium user interface. On call when we silent watch but still phone is ringing.,",1,2, mangesh balwadkar
" 5c9e5c0a-ff3d-4343-9d66-0063458d5768,:"," There are three problems coming repeatedly with the band ie 1.pairing problem 2. Not capturing data like distance, direction 3.do not come back after sweeming from pool mode to previous mode. These all happening repeatedly. My one+ band still not paired since last one month with my phone.,",1,1, Jagdeesh Chandra
" 9e2f4168-e37c-42c9-826d-1b5bbcda1f76,:"," Well spending Rs.19,000 on the watch (The Harry Potter edition) just to see it not working after few months. The apps doesnt open any longer. Just the blank screen been reporting this error for more that 6 months now. And Im not able to use it. Been using OnePlus from 7 series and using 10 Pro now but the watch has just taken down the hopes towards OnePlus. I would want to give 0 star if that was possible.,",1,1, Maliha Firdous
" e4cf9585-8dd8-44a7-910d-ef823b557cd6,:"," Confirm that the latest app version doesnt go beyond the startup screen, luckily I did backup the previous apk. I had to re-register after restoring the old one and re-pair the watch but the old still works. Very poor and unpleasant experience with OnePlus after not doing any updates to the OnePlus watch firmware, now they break (intentionally?) the app too! Sad, very sad and unexpected from a company which was renoun for their products few years ago...,",1,0, Da Pa
" 28d28318-e689-4b61-8926-3ddb28a32370,:"," This app is super bugged, I cant get in and connect my watch i recently had to reinstall everything on my cellphone. Now when I open the app it glitches and scrolls to the sides as if it was loading. I have a One Plus 9 so compatibility shouldnt be an issue. This is just frustrating.,",1,1, Ma Fer Nuñez
" 2948de4c-0070-4d4a-9c7e-fc5ce5ba24a9,:"," This App stopped working after Oxygen 13 upgrade. Whenever I open this app this redirects me to Account page and I dont see my Health Dashboard anymore. I tried resetting and connecting back again and now Im not able to connect at all. Now my Smartwatch is completely useless.,",1,1, Aman Sharif
" 6f04d03c-dc63-4e17-9a09-40a482842213,:"," Completely unusable app, doesnt work anymore. The phone itself is mediocre, at best. Without the app, its just a fancy digital watch NOT a smart watch. Fix your app and maybe it will be worth keeping,",1,0, Juan M
" 731eda84-29e4-4308-9b1a-66ab118e56bb,:"," Overall a good app, responds well with my oneplus 7 One issue Id have to point out is that when using dark mode on your mobile theme the map within the health app is barely visible, no street names ect. Works fine when dark mode is turned off. Tried to edit the settings for the app but no luck. Also under records for workouts the longest record doesnt record properly, for example my longest walk is 1 hour 14 minutes, the record goes down as 114 minutes.,",3,20, James Harvey
" 9a05b753-fe5b-4f7d-94d7-5b90372225a5,:"," 1 star for this watch . only watch no smart watch its not connecting and one plus health app is not working . Weast of money,",1,0, Lovedeep Singh
" ac7f53c0-5f82-4bc9-bf37-97e0017372e6,:"," App wouldnt load keeps refreshing dont show any health data it was working previously, even clear app data, reinstall didnt fix,",1,1, Sundarraj K
" c7a32222-e241-4c10-aa4d-2b355f55f7c3,:"," I have downloaded the app 3 times, giving time to see that maybe they fix it. I dont have any wearables, so I was just expecting to maybe count my steps, or have some options on scheduling workout or whatever. I cant so anything in the app. Counting steps doesnt work. In the push notifications, it shows my a count, but whne I open the app everything is zero. Basically the app is useless if you dont have any wearables.,",1,7, Thiseas-Dimitrios
" 6a2e9b7f-aceb-4f37-912c-e97105b38d51,:"," Watch does not vibrate with a notification anymore, it used to. Ive tried everything, uninstalling the app, resetting the watch, checking notification settings, still nothing. The issues started when I updated my Samsung phone to Android 13,",1,0, B B
" c58ca647-3613-4b01-b783-e9472ddfedc5,:"," After android 13 update app does work NOT at all,",1,0, Melvin Rivera
" 15dd6dc9-2162-4911-919c-1482d1a741c3,:"," I bought the band exclusively for running stats like speeds, heart rates and how it varies with the distance you cover and time. It provides none. It has all the data but the app wont show you anything. You just have to plot the graphs with scrolling feature. Pathetic,",1,1, Swapneel Chatterjee
" 81213d54-1649-4649-937f-5ca0ef55de09,:"," I always had a doubt that my Oneplus watch is not capturing correct data but wasnt sure about the same. However last few days when I compared data with multiple fitness band along with different apps noticed that the data has a huge difference. Also it takes a lot of time to update data and its not real-time unlike other fitness band/watches. The software version on my OP watch is W301GB_11_B.70.,",1,66, Kaushik Mitra
" 1e658bbc-e466-4b95-ac90-a0824ac2ce8c,:"," Giving it 2 star...tons of tons improvement needed compared to Mi fit app..those are 1) Step Count is still very inaccurate after update, counting 4 steps at one step, not able to count each step one by one.. 2)Much more watch faces needed like mi fit app, in the watch face display, there should be indication of battery, steps, heart rate, time, date and SPo2 measurements result as a whole. 3)Not able to track proper distance covered during Running. Please improve these features. I have d trust.,",2,3, Sabyasachi Mondal
" 3bc0f582-6d77-419f-a6cd-6270703b164a,:"," Not working even we cant loggin in this app....one of the worst app,",1,0, Sumanth Salian
" b06a79c3-f1ee-40f8-a1c4-11d9f6cacc9d,:"," The app shows blank screen after successful login,",1,0, Dharmveer Sharma
" e0ab0e8e-082e-4038-98ed-cd6f9c5df581,:"," Bought the band as my upgrade from mi band3 as this had spo2 sensor. The app might be enhanced as its very basic. Some data can be synced to Google Fit which is available in this band such as 1. Sleep 2. Oxygen Saturation. The more data you share with Google Fit makes it more relevance for online viewing my older data with new data at the same place.,",3,0, Devendra Mani
" f6b2aff3-b5af-4a84-b3eb-7fdcc3f966ea,:"," I purchased the oneplus Watch and installed this app, the watch is solid, but it just lost half of my workout that i started from the watch. Also you cannot edit the workout sessions afterwards if you need to change the type of workout. Another feature that other companies have is able to track you data from gps location, so you can see your improvement.,",2,20, Jonatan
" 3861a91f-532d-40d0-b129-3119aaa300f8,:"," Band and phone often disconnecting ( I have given dont optimize option in my phone) if I move from out of phones range its getting disconnected and not reconnecting at all, everytime to reconnect I should reset the band and because of that all my walking steps are getting deleted. worst experience with spo2 measurements as well its showing 99% even if oxygen level is under 90% ( I cross checked by measuring in band and oxymeter both) overall very much dissatisfied,",1,3, vinoth s
" 61f6f6ac-35d1-4502-b457-c1bde27237a9,:"," My Watch is Useless Now , Thanks To The Android 13 Probably, I dont Know How To Get My Watch Working , Tried All The Procedures Explained To Me By Customer Care , Nothing Seems to be Working , is OnePlus even going to fix it with an update or Not ?,",1,1, Umar Tariq
" 920ff1e7-4bff-4b42-9ec8-0f7ebb2e4ac5,:"," Unexpected from One Plus. Im shocked at the watch this watch is developed by One plus. Highly buggy. BT keeps disconnecting, Watch doesnt give notifications even when BT connected. Many times call notifications arent triggered to the watch. Screen doesnt wake up on a tap. You have to turn ur write or press a button to wake up each time. When you receive notifications, screen doesnt wake up! Watch wil just vibrate. U have to manually turn write to view immediately, if u miss its gone. Again,",1,12, Hitesh Bhatia
" 3e79c4d7-41ff-4a8d-8b7c-842c8b7740dc,:"," os13 this application is not working not showing any data even I cant change my watch setting after os13 update in my phone please fix this issue as soon as possible,",3,0, jitendra malviya
" 054c3c6d-1c80-4c01-a2bd-54321eeec609,:"," I dont want to give the app a low rating cause its a decent app but theres a lot of bugs. First of all theres no detailed information about distance at all like theres of steps, and even the number it gives is MASSIVELY wrong sometimes. Like mine said 8km one second and after refreshing it says 32km. It also does not show floors climbed at all. I really like OnePlus so I hope they fix these issues soon.,",3,7, Shreyash Singh
" c0d1e4ff-742f-4e9b-a845-261250c515f2,:"," After getting OS 13 update i couldnt connect my watch to OnePlus health app now my watch is been laying wast i think OnePlus has worst update regarding this health app . And fix this issue as soon as possible,",1,0, Deemanth gowda
" 5198adc6-0122-4831-b904-90426a572e73,:"," Does not load on 10 Pro with OS 13. Cannot set up watch without a working app. Money wasted on brand new watch.,",1,1, Mayur Adivarekar
" 0c87525f-d395-46f0-908c-e2fcc525d83f,:"," When I first got my OnePlus Watch, it had a bug where it couldnt pair with Android 12 devices. This was bad since I have Android 12. After a day of trying and almost returning the watch, I paired it with my old Android 9 phone that barely works, and then the app told me an update for the watch was available and would fix this issue. Now my watch is paired and Im mostly loving the watch and the app. Some music files however wont upload to the watch, and they happen to be my favorite songs.,",4,5, Zytron
" 38337bda-9f15-4f7d-8ed0-0ee1b8e9ab23,:"," This app is not working in my mobile. My mobile is OnePlus 9 5G. Now I purchased a one plus watch, but this app is not working. Really disappointing.,",1,1, Anant Kumar Singh
" c43dc957-1e1d-4407-b978-f1faf0ab3637,:"," App used to work great... Now that the emojis for your pic is involved it seems like you have no access to all the physical health functions of the watch.... Very disappointimg as I was looking forward to tracking my long walks n runs.... You can only do so much on the watch itself,",1,0, Antoinne Quarles
" 76b9bdfd-525f-49d2-8d44-403ee9469f6e,:"," It was a great app to go with my OnePlus watch, until one day it wasnt. 90% of the app still works as Id like, but all of a sudden my WhatsApp notifications disappeared from the watch, even though its all turned on as it should be. Ive reset the watch, the phone, the app, and tried posting on the forums too with no response from anyone. If it can be fixed, itll definitely be 5 stars again.,",3,31, Marie Amos
" 6a281365-f351-4e97-b6a4-b1dc8a4aad1a,:"," My steps are showing in my notifications but not stored in the app. So, yesterday\s data is no where to be found. I am not using it with any other devices. Edited. I just found, at the bottom of About daily activity, that data only records if synced from another device. This should be the FIRST thing in the About the app!!!!!,",1,3, Maggie V
" ed07d954-3ad8-45c2-bc46-413b403382ec,:"," Its not synchronised the data in the app. Like my sleep record and fitness data.,",1,0, Mahendra Yadav
" d0ac6ff1-fd67-480f-adc3-c1b18be21fec,:"," One plus ecosystem failed. I am unable to connect my one plus watch with one plus 10 Pro. This app is unstable and non responsive. Is there an alternative for this. Please let me know.,",1,0, Mayank Shukla
" 8d527d32-9561-4111-bd38-72333088e701,:"," Good Informative Application Interface and no performance issues. Somehow the UI View is large even if the system View and Font setting is small. WatchFaces need serious improvement. They are not informative. More than looks what matters is information on the watchface for bands, e.g. steps, date, day, weather, Heartrate etc together ...,",3,1, Binaya Kumar Pradhan
" c55a35c7-9993-4b90-a44d-20ff6e7100ea,:"," I just got my oneplus band but its waste just beacause this app is not working worst app ever 👎,",1,1, Apurva Dhawale
" 64feb6ed-6c45-4744-8d5e-7b4e6dd68cdd,:"," Not able to connect with my watch, suddenly I dont whats happening this aap... Very disappoint with this aap..,",1,0, ranjay kumar Singh
" 4c27c572-5848-48cc-b991-aac9fa3d1fe3,:"," Wat the hell why is all the options of watch are gone in ur new update.. its not even showing the watch is connected,",1,0, vivek malpani
" 470f0405-a1de-4fef-9b2d-d7d7beabd515,:"," Doesnt work...they told they will fix it on 1st of January but its been 2 months...better to throw the watch.,",1,0, Zeeshan
" 878eb8bf-f298-49af-9fdd-f2dc588811b4,:"," The first and the last oneplus device in my life. Oneplus watch. Absurd (like 10) amount of watchfaces, literally any other manufacturer has 10x more, or even better - 3 party apps for customize the device. The data are not synced, Google fit does not get the updated stats. xiaomi moi band has more consistent experience than this. What a sad disappointing experience.,",1,2, Raimondas Radziavičius
" e6fd5520-59ee-4a1d-ae37-0b80d2a6cf81,:"," Okay, first of, a lot of complications arises while using the app. 1. The UI can be improved. Mostly importantly, 2. The latest update is draining the battery life like anything, par se, 100% to 60% in just 4 hours. Please fix the latter issue as soon as possible.,",2,11, Krishnan S
" aaf378c0-43a2-40c0-8979-a75689ca4e33,:"," It is stuck in blank page and not give us the option to connect new device or doing anything... Very bad...,",1,1, Arman Sheak
" b4e5d556-0b92-4c65-9b02-8dd7a284a21e,:"," Not so accurate 1. Walk, Run, Cycling tracking does not start automatically. It does in basic Samsung health app, without the band. 2. SpO2 measurements not syncing immediately. 3. Cycling tracking does not auto pause. 4. When I check workout records and select All records it shows only walking records. I had to select Cycling specifically to see Cycling activity. After sometime, it starts showing it all records. Need so many improvements. This is just basic app, starting to learn...,",3,35, Mayur Satpute
" 707ce8df-69d5-4061-b40d-decf249cbfd5,:"," Hi. I\ve added a star for the new look of the app. However, since the latest update when I\m clicking on the walking stats, it\s just not showing the details of a particular activity and neither the route map. Every time I click it blips and there\s this msg at the bottom of screen saying data == null. Kindly fix this,",3,12, Brijesh Sharma
" 2419ca54-70bd-4124-af21-91a5d3a5c289,:"," Not able to start this app in my OnePlus 8, I uninstall and install this app but still issue occurred.Still not able to connect one plus watch.,",1,0, Sky Bhavsar
" 73648d6e-354d-4a05-88f3-6b140ac21d3e,:"," Band stopped connecting to app via Bluetooth so sync of data is not possible anymore for me. Tried resetting the band, restarting phone and band and even unpairing band and trying to pair again, but nothing works. App UI also needs major update. Doesnt feel like a OnePlus app. Lastly, sync with Google Fit HAS to be introduced!,",2,2, Jeromie Fernandes
" 704d13ad-ee00-4f40-bcc8-792001381940,:"," My watch, no matter what I do will not pair with the app. From what Im being told its because it needs a global update but if thats the case then the watch shouldnt have been released yet or been available to those outside of russia and china. Ive talked to oneplus support and exhausted every option available. The only thing that worked was the MyTap Chinese version of the app but then everything is in the metric system which makes it unusable for me. So I have a 100 paperweight...,",1,3, Tiana Tokar
" 18b28a7d-32a8-4c41-a6f7-83caf5ab5c53,:"," Broken. A nightmare to sign into, and finally signed in, it doesnt work.,",1,0, Dustin Barden
" 50783743-4b7e-4cf4-bd84-25d960dcc705,:"," 1. Disconnects from my one plus phone quite often and has to be reconnected from start.. 2.. distance records while working out is inaccurate.. 3. The whole experience is quite tardy!! Made a mistake moving from my earlier health band to one Plus!! So.. after a few weeks of going up and down with the help desk with no solution in sight I decided to bin it .,",1,11, Bimal Kumar
" e6918ede-6fc9-4c6e-b74e-4724b01d0059,:"," After receiving os update for oneplus 7 pro oneplus health app doesnt working.kindly get update app. Tried out uninstall app and then install it but doent work.,",2,0, gaurang patel
" c632e6b8-0b37-476a-b342-9203173ac76b,:"," App is no longer opening under any circumstance. Now I dont have access to my watch. Dropped to 1 star due to OnePlus taking over a month to fix this problem. This is part of your ecosystem. Its unbelievable to crash your own app and not even put in the hustle to fix it or even support it for months on end.,",1,8, Nathan Bafford
" fb7d84ed-8d64-4b6e-a3f0-0ee538a2ee23,:"," Sleep monitoring feature is really unreliable, doesnt give any suitable information. The issue is persistent, even after update. At least let us edit start and end time of sleep. As the band incorrectly detects the start and end time of sleep. Band falsely asks me to move around when I am driving my car for sometime.,",2,6, Sushain Razdan
" b4b3c8ec-3312-4d77-8bc5-518e3cfa96b1,:"," Despite following up on multiple occasions regarding the app getting stuck on the setup screen, Oneplus team chose to not reply to emails and turn a blind eye towards this glitch. Absolutely pathetic service by Oneplus. Till date, I have been a loyal Oneplus customer with all gadgets, but I am now moving to Apple.,",1,0, Vaibhav Chopra
" e9ef8064-bb34-4d08-9f35-a38d22ff6b51,:"," Worst app watch doesnt get paired and its asking to shut down again and again even after shutting down and charge it also its not working,",1,0, Tejeshwari
" 45f749b0-af9d-4001-863b-02ade6770afb,:"," Currently very glitchy, doesnt load,",1,1, Claire
" 75b4a44c-00c1-4e67-bb24-b409e1e72a6c,:"," Application is crashing .... What is happening .... Application is never starting ... Never staying connected with the watch ....,",1,1, Sushain Singh
" f8e71efb-af42-442f-8aeb-434595b3b1e9,:"," NEEDS WORK. Some parts of the app UI are poorly designed in terms of usability, the worst I noticed was choosing watch faces - instead of swiping through a gallery, it\s back, swipe, select. Preview of a watch face isn\t actual size. The ordering of some watch UI items is not currently editable. OnePlus could call the watch Cobalt Watch in the menus as it\s a limited edition but it\s just listed as OnePlus Watch. Pretty poor but I\m sure it\ll improve with coming updates.,",3,18, Quinn Fissler
" 86b95aee-870f-497a-808e-70a51b05fbcd,:"," With OS 13 update the app stopped working and just goes to Oneplus account settings ( literally happened today March 4th Now you try to open it and it just flashes the logo, switches to a blank black screen, and randomly will briefly flash the home ui then cycle through the logo/blank screen and home ui each for not even 10 milliseconds each but do this ad finitum. This app is COMPLETELY BROKEN. Please fix.,",1,0, Theodore Hynes
" 2fa20b56-50d0-4faa-89f1-55d61d3d4327,:"," The app was good initially, but now its not working, not even opening to let me connect, pls fix it,",2,0, Pranav Elluri
" 886d9047-1e3b-452a-a6a7-8d01f3d1b42b,:"," App is broken. It only point to account screen and can no longer view watch details from app.,",1,1, Izaac Doyle
